COD_NODE1,COD_PATH,pOriginPath,pDestinationPath,pDistanceOOP,pFirstStation,PathLength
920,9,0,0,2.27300000000002,0,2432.61
7202,9,0,0,0.7060000000000172,0,2432.61
3510,9,0,0,0.0,0,2432.61
OWN-3510,9,0,0,0.0,0,2432.61
GEN-3510,9,0,1,,0,2432.61
GEN-2252,10,1,0,,0,2432.1710000000003
2252,10,0,0,0.0,1,2432.1710000000003
OWN-2252,10,0,0,0.0,0,2432.1710000000003
2296,10,0,0,2.025,0,2432.1710000000003
A235,10,0,0,1.419,0,2432.1710000000003
B544,10,0,0,2.2705,0,2432.1710000000003
7754,10,0,0,0.7795000000000011,0,2432.1710000000003
A316,10,0,0,1.4375,0,2432.1710000000003
A563,10,0,0,0.2255,0,2432.1710000000003
B950,10,0,0,0.5749999999999991,0,2432.1710000000003
A606,10,0,0,0.0540000000000003,0,2432.1710000000003
5586,10,0,0,0.9934999999999989,0,2432.1710000000003
B998,10,0,0,0.797499999999999,0,2432.1710000000003
811,10,0,0,0.0,0,2432.1710000000003
OWN-811,10,0,0,0.0,0,2432.1710000000003
811-1,10,0,0,0.0,0,2432.1710000000003
OWN-811-1,10,0,0,0.0,0,2432.1710000000003
B998-1,10,0,0,1.36,0,2432.1710000000003
9518,10,0,0,1.0035,0,2432.1710000000003
A115,10,0,0,0.862500000000001,0,2432.1710000000003
A546,10,0,0,0.8125,0,2432.1710000000003
B442,10,0,0,0.41,0,2432.1710000000003
A446,10,0,0,0.01,0,2432.1710000000003
2199,10,0,0,0.9285,0,2432.1710000000003
2212,10,0,0,0.463500000000001,0,2432.1710000000003
2249,10,0,0,0.0834999999999999,0,2432.1710000000003
A442,10,0,0,0.7525,0,2432.1710000000003
1025,10,0,0,2.193,0,2432.1710000000003
A454,10,0,0,1.906,0,2432.1710000000003
7240,10,0,0,1.6865,0,2432.1710000000003
1026,10,0,0,1.581,0,2432.1710000000003
A441,10,0,0,0.0,0,2432.1710000000003
OWN-A441,10,0,0,0.0,0,2432.1710000000003
A441-1,10,0,0,0.0,0,2432.1710000000003
OWN-A441-1,10,0,0,0.0,0,2432.1710000000003
1026-1,10,0,0,1.3565,0,2432.1710000000003
7240-1,10,0,0,1.462,0,2432.1710000000003
2249-1,10,0,0,0.6609999999999999,0,2432.1710000000003
A442-1,10,0,0,0.565,0,2432.1710000000003
2199-1,10,0,0,0.775499999999999,0,2432.1710000000003
2212-1,10,0,0,0.01,0,2432.1710000000003
A446-1,10,0,0,0.01,0,2432.1710000000003
B442-1,10,0,0,0.4925,0,2432.1710000000003
A115-1,10,0,0,0.744999999999999,0,2432.1710000000003
A546-1,10,0,0,0.6609999999999999,0,2432.1710000000003
B998-2,10,0,0,1.84,0,2432.1710000000003
9518-1,10,0,0,1.206,0,2432.1710000000003
811-2,10,0,0,0.0,0,2432.1710000000003
OWN-811-2,10,0,0,0.0,0,2432.1710000000003
811-3,10,0,0,0.0,0,2432.1710000000003
OWN-811-3,10,0,0,0.0,0,2432.1710000000003
9518-2,10,0,0,1.12099999999998,0,2432.1710000000003
B998-3,10,0,0,0.09699999999997999,0,2432.1710000000003
A606-1,10,0,0,0.685999999999979,0,2432.1710000000003
7463,10,0,0,0.01,0,2432.1710000000003
A408,10,0,0,0.01,0,2432.1710000000003
5748,10,0,0,0.7674999999999841,0,2432.1710000000003
B402,10,0,0,0.01,0,2432.1710000000003
A421,10,0,0,0.01,0,2432.1710000000003
2268,10,0,0,0.08299999999997,0,2432.1710000000003
A436,10,0,0,0.01,0,2432.1710000000003
957,10,0,0,0.427999999999997,0,2432.1710000000003
9575,10,0,0,0.337499999999977,0,2432.1710000000003
OWN-9575,10,0,0,0.337499999999977,0,2432.1710000000003
935,10,0,0,0.539499999999975,0,2432.1710000000003
A432,10,0,0,0.12199999999995699,0,2432.1710000000003
A429,10,0,0,0.935000000000002,0,2432.1710000000003
2226,10,0,0,0.65100000000001,0,2432.1710000000003
2221,10,0,0,0.543499999999995,0,2432.1710000000003
B715,10,0,0,0.12999999999999498,0,2432.1710000000003
7808,10,0,0,1.65300000000002,0,2432.1710000000003
A649,10,0,0,4.37799999999999,0,2432.1710000000003
A402,10,0,0,1.13049999999998,0,2432.1710000000003
1002,10,0,0,2.1564999999999896,0,2432.1710000000003
7689,10,0,0,1.5599999999999499,0,2432.1710000000003
1231,10,0,0,0.0325000000000273,0,2432.1710000000003
2231,10,0,0,0.59050000000002,0,2432.1710000000003
B997,10,0,0,0.000499999999988177,0,2432.1710000000003
2143,10,0,0,0.41649999999998494,0,2432.1710000000003
A640,10,0,0,0.4669999999999849,0,2432.1710000000003
7653,10,0,0,0.01,0,2432.1710000000003
B782,10,0,0,0.01,0,2432.1710000000003
6396,10,0,0,0.22550000000001102,0,2432.1710000000003
7495,10,0,0,1.56299999999999,0,2432.1710000000003
X041,10,0,0,0.43099999999998295,0,2432.1710000000003
5549,10,0,0,0.625499999999988,0,2432.1710000000003
X175,10,0,0,0.541999999999973,0,2432.1710000000003
2802,10,0,0,0.421999999999969,0,2432.1710000000003
2183,10,0,0,0.9714999999999921,0,2432.1710000000003
7795,10,0,0,0.16599999999999698,0,2432.1710000000003
5477,10,0,0,0.23400000000003698,0,2432.1710000000003
X037,10,0,0,0.0815000000000055,0,2432.1710000000003
X007,10,0,0,1.92049999999995,0,2432.1710000000003
7319,10,0,0,1.93900000000002,0,2432.1710000000003
2279,10,0,0,0.142499999999984,0,2432.1710000000003
X049,10,0,0,1.39699999999993,0,2432.1710000000003
1124,10,0,0,0.12199999999995699,0,2432.1710000000003
B055,10,0,0,0.150999999999954,0,2432.1710000000003
5683,10,0,0,0.01,0,2432.1710000000003
A404,10,0,0,1.178,0,2432.1710000000003
7652,10,0,0,0.0520000000000209,0,2432.1710000000003
A533,10,0,0,0.45350000000002005,0,2432.1710000000003
4696,10,0,0,0.660999999999945,0,2432.1710000000003
5730,10,0,0,1.4685000000000101,0,2432.1710000000003
1186,10,0,0,0.31200000000001193,0,2432.1710000000003
7773,10,0,0,0.01,0,2432.1710000000003
OWN-7773,10,0,0,0.01,0,2432.1710000000003
X111,10,0,0,0.507000000000005,0,2432.1710000000003
X042,10,0,0,0.01,0,2432.1710000000003
J382,10,0,0,0.01,0,2432.1710000000003
5436,10,0,0,0.0720000000000027,0,2432.1710000000003
7449,10,0,0,0.0799999999999841,0,2432.1710000000003
J515,10,0,0,0.0559999999999832,0,2432.1710000000003
4361,10,0,0,0.32099999999997,0,2432.1710000000003
465,10,0,0,0.6759999999999879,0,2432.1710000000003
5413,10,0,0,0.510999999999967,0,2432.1710000000003
5435,10,0,0,1.45350000000002,0,2432.1710000000003
J294,10,0,0,1.63849999999996,0,2432.1710000000003
X098,10,0,0,1.04049999999995,0,2432.1710000000003
J542,10,0,0,0.148500000000013,0,2432.1710000000003
5871,10,0,0,1.7759999999999498,0,2432.1710000000003
250,10,0,0,1.9805000000000101,0,2432.1710000000003
6989,10,0,0,1.73849999999999,0,2432.1710000000003
8094,10,0,0,0.8644999999999641,0,2432.1710000000003
4294,10,0,0,0.84899999999999,0,2432.1710000000003
5731,10,0,0,1.18949999999995,0,2432.1710000000003
J495,10,0,0,1.91749999999996,0,2432.1710000000003
4208,10,0,0,0.0,0,2432.1710000000003
OWN-4208,10,0,0,0.0,0,2432.1710000000003
4208-1,10,0,0,0.0,0,2432.1710000000003
OWN-4208-1,10,0,0,0.0,0,2432.1710000000003
J495-1,10,0,0,2.11250000000001,0,2432.1710000000003
5731-1,10,0,0,0.716499999999996,0,2432.1710000000003
4294-1,10,0,0,0.705499999999972,0,2432.1710000000003
250-1,10,0,0,1.89999999999998,0,2432.1710000000003
8094-1,10,0,0,0.8395000000000441,0,2432.1710000000003
6989-1,10,0,0,2.97200000000004,0,2432.1710000000003
5871-1,10,0,0,1.57049999999998,0,2432.1710000000003
J542-1,10,0,0,0.79849999999999,0,2432.1710000000003
X098-1,10,0,0,0.33550000000002506,0,2432.1710000000003
J294-1,10,0,0,0.270500000000027,0,2432.1710000000003
5435-1,10,0,0,1.30150000000003,0,2432.1710000000003
5413-1,10,0,0,0.58200000000005,0,2432.1710000000003
465-1,10,0,0,0.6580000000000721,0,2432.1710000000003
4361-1,10,0,0,0.0415000000000418,0,2432.1710000000003
J515-1,10,0,0,0.0370000000000346,0,2432.1710000000003
7449-1,10,0,0,0.382499999999993,0,2432.1710000000003
5436-1,10,0,0,0.0820000000000505,0,2432.1710000000003
J382-1,10,0,0,0.01,0,2432.1710000000003
X042-1,10,0,0,0.01,0,2432.1710000000003
X111-1,10,0,0,0.532000000000039,0,2432.1710000000003
7773-1,10,0,0,0.01,0,2432.1710000000003
OWN-7773-1,10,0,0,0.01,0,2432.1710000000003
1186-1,10,0,0,0.0925000000000296,0,2432.1710000000003
4696-1,10,0,0,0.66500000000002,0,2432.1710000000003
5730-1,10,0,0,1.37850000000003,0,2432.1710000000003
A533-1,10,0,0,0.0445000000000277,0,2432.1710000000003
7652-1,10,0,0,0.24150000000003,0,2432.1710000000003
A404-1,10,0,0,1.12700000000001,0,2432.1710000000003
5683-1,10,0,0,0.01,0,2432.1710000000003
B055-1,10,0,0,0.423000000000002,0,2432.1710000000003
X049-1,10,0,0,0.0155000000000314,0,2432.1710000000003
1124-1,10,0,0,1.315,0,2432.1710000000003
2279-1,10,0,0,0.6915000000000191,0,2432.1710000000003
X007-1,10,0,0,1.8330000000000302,0,2432.1710000000003
7319-1,10,0,0,0.01400000000001,0,2432.1710000000003
X037-1,10,0,0,1.7765,0,2432.1710000000003
5477-1,10,0,0,0.20700000000005,0,2432.1710000000003
7795-1,10,0,0,0.456500000000005,0,2432.1710000000003
2183-1,10,0,0,1.06700000000001,0,2432.1710000000003
2802-1,10,0,0,0.607500000000016,0,2432.1710000000003
X175-1,10,0,0,0.801000000000045,0,2432.1710000000003
5549-1,10,0,0,0.43099999999998295,0,2432.1710000000003
X041-1,10,0,0,0.22100000000006,0,2432.1710000000003
7495-1,10,0,0,1.798,0,2432.1710000000003
6396-1,10,0,0,0.01,0,2432.1710000000003
B782-1,10,0,0,0.01,0,2432.1710000000003
7653-1,10,0,0,0.01,0,2432.1710000000003
7367,10,0,0,0.0294999999999845,0,2432.1710000000003
A640-1,10,0,0,0.21499999999997502,0,2432.1710000000003
2143-1,10,0,0,0.0230000000000246,0,2432.1710000000003
B997-1,10,0,0,0.924000000000035,0,2432.1710000000003
2231-1,10,0,0,0.445499999999981,0,2432.1710000000003
1231-1,10,0,0,1.1595000000000402,0,2432.1710000000003
7689-1,10,0,0,1.5989999999999898,0,2432.1710000000003
1002-1,10,0,0,1.96550000000002,0,2432.1710000000003
A402-1,10,0,0,0.858000000000004,0,2432.1710000000003
A649-1,10,0,0,1.3750000000000602,0,2432.1710000000003
7808-1,10,0,0,2.15350000000001,0,2432.1710000000003
B715-1,10,0,0,0.603000000000009,0,2432.1710000000003
2221-1,10,0,0,0.98399999999998,0,2432.1710000000003
2226-1,10,0,0,0.907000000000039,0,2432.1710000000003
A429-1,10,0,0,0.873499999999979,0,2432.1710000000003
A432-1,10,0,0,0.0,0,2432.1710000000003
957-1,10,0,0,0.0335000000000605,0,2432.1710000000003
A436-1,10,0,0,0.274000000000001,0,2432.1710000000003
7661,10,0,0,1.77499999999998,0,2432.1710000000003
1026-2,10,0,0,1.74349999999998,0,2432.1710000000003
7240-2,10,0,0,2.12750000000005,0,2432.1710000000003
A441-2,10,0,0,0.0,0,2432.1710000000003
OWN-A441-2,10,0,0,0.0,0,2432.1710000000003
A441-3,10,0,0,0.0,0,2432.1710000000003
OWN-A441-3,10,0,0,0.0,0,2432.1710000000003
7240-3,10,0,0,2.40050000000002,0,2432.1710000000003
1026-3,10,0,0,2.01649999999995,0,2432.1710000000003
7661-1,10,0,0,1.7234999999999399,0,2432.1710000000003
A436-2,10,0,0,0.40699999999998204,0,2432.1710000000003
957-2,10,0,0,0.764499999999998,0,2432.1710000000003
A432-2,10,0,0,0.12200000000001401,0,2432.1710000000003
935-1,10,0,0,2.22200000000004,0,2432.1710000000003
A429-2,10,0,0,1.16849999999999,0,2432.1710000000003
2226-2,10,0,0,0.941499999999962,0,2432.1710000000003
2221-2,10,0,0,0.834000000000003,0,2432.1710000000003
B715-2,10,0,0,0.12999999999999498,0,2432.1710000000003
7808-2,10,0,0,1.65299999999996,0,2432.1710000000003
A649-2,10,0,0,4.37799999999999,0,2432.1710000000003
A402-2,10,0,0,1.13049999999998,0,2432.1710000000003
1002-2,10,0,0,2.1564999999999896,0,2432.1710000000003
7689-2,10,0,0,1.56,0,2432.1710000000003
1231-2,10,0,0,0.0324999999999704,0,2432.1710000000003
2231-2,10,0,0,0.590499999999963,0,2432.1710000000003
B997-2,10,0,0,0.000499999999988177,0,2432.1710000000003
2143-2,10,0,0,0.41649999999998494,0,2432.1710000000003
A640-2,10,0,0,0.4669999999999849,0,2432.1710000000003
7653-2,10,0,0,0.01,0,2432.1710000000003
B782-2,10,0,0,0.01,0,2432.1710000000003
6396-2,10,0,0,0.225499999999954,0,2432.1710000000003
7495-2,10,0,0,1.56299999999999,0,2432.1710000000003
X041-2,10,0,0,0.43099999999998295,0,2432.1710000000003
5549-2,10,0,0,0.625499999999988,0,2432.1710000000003
X175-2,10,0,0,0.541999999999973,0,2432.1710000000003
2802-2,10,0,0,0.421999999999969,0,2432.1710000000003
2183-2,10,0,0,0.9714999999999921,0,2432.1710000000003
7795-2,10,0,0,0.16599999999999698,0,2432.1710000000003
5477-2,10,0,0,0.23399999999998,0,2432.1710000000003
X037-2,10,0,0,0.0815000000000055,0,2432.1710000000003
X007-2,10,0,0,1.9205,0,2432.1710000000003
7319-2,10,0,0,1.93899999999996,0,2432.1710000000003
2279-2,10,0,0,0.142499999999984,0,2432.1710000000003
X049-2,10,0,0,1.3969999999999898,0,2432.1710000000003
1124-2,10,0,0,0.12200000000001401,0,2432.1710000000003
B055-2,10,0,0,0.15100000000001002,0,2432.1710000000003
5683-2,10,0,0,0.01,0,2432.1710000000003
A404-2,10,0,0,1.178,0,2432.1710000000003
7652-2,10,0,0,0.0519999999999641,0,2432.1710000000003
A533-2,10,0,0,0.453499999999963,0,2432.1710000000003
4696-2,10,0,0,0.6610000000000009,0,2432.1710000000003
5730-2,10,0,0,1.46849999999995,0,2432.1710000000003
1186-2,10,0,0,0.311999999999955,0,2432.1710000000003
7773-2,10,0,0,0.0,0,2432.1710000000003
OWN-7773-2,10,0,0,0.0,0,2432.1710000000003
GEN-7773,10,0,1,,0,2432.1710000000003
GEN-A521,11,1,0,,0,2755.192
A521,11,0,0,0.0,1,2755.192
OWN-A521,11,0,0,0.0,0,2755.192
X031,11,0,0,0.0269999999999868,0,2755.192
A501,11,0,0,0.30150000000000393,0,2755.192
3716,11,0,0,0.705000000000013,0,2755.192
A510,11,0,0,0.572499999999991,0,2755.192
A356,11,0,0,0.0,0,2755.192
A153,11,0,0,0.01,0,2755.192
2330,11,0,0,0.0809999999999889,0,2755.192
2328,11,0,0,3.3560000000000203,0,2755.192
B907,11,0,0,0.01,0,2755.192
7735,11,0,0,0.44650000000001505,0,2755.192
B767,11,0,0,0.45700000000002206,0,2755.192
A150,11,0,0,1.62450000000001,0,2755.192
2246,11,0,0,1.227,0,2755.192
2806,11,0,0,1.8495000000000101,0,2755.192
5720,11,0,0,0.0699999999999932,0,2755.192
7678,11,0,0,2.005,0,2755.192
A426,11,0,0,0.11450000000002099,0,2755.192
2216,11,0,0,0.131,0,2755.192
810,11,0,0,0.0859999999999843,0,2755.192
6951,11,0,0,1.6455,0,2755.192
A157,11,0,0,1.26650000000001,0,2755.192
8491,11,0,0,0.35249999999999204,0,2755.192
A399,11,0,0,0.889499999999998,0,2755.192
7202,11,0,0,0.54000000000002,0,2755.192
3510,11,0,0,0.8820000000000051,0,2755.192
OWN-3510,11,0,0,0.8820000000000051,0,2755.192
920,11,0,0,0.729000000000013,0,2755.192
817,11,0,0,1.98849999999999,0,2755.192
2404,11,0,0,0.266500000000008,0,2755.192
767,11,0,0,1.12899999999999,0,2755.192
966,11,0,0,0.839499999999987,0,2755.192
A117,11,0,0,1.10299999999998,0,2755.192
5567,11,0,0,0.980999999999995,0,2755.192
2260,11,0,0,0.323999999999984,0,2755.192
4452,11,0,0,1.3549999999999898,0,2755.192
923,11,0,0,0.0,0,2755.192
OWN-923,11,0,0,0.0,0,2755.192
923-1,11,0,0,0.0,0,2755.192
OWN-923-1,11,0,0,0.0,0,2755.192
4452-1,11,0,0,0.210500000000025,0,2755.192
2260-1,11,0,0,0.582499999999982,0,2755.192
A117-1,11,0,0,0.937000000000012,0,2755.192
827,11,0,0,0.482500000000016,0,2755.192
A262,11,0,0,0.0330000000000155,0,2755.192
A234,11,0,0,0.506500000000017,0,2755.192
A566,11,0,0,0.01,0,2755.192
2887,11,0,0,0.52800000000002,0,2755.192
B950,11,0,0,0.275499999999965,0,2755.192
A563,11,0,0,0.0740000000000123,0,2755.192
759,11,0,0,0.46799999999996106,0,2755.192
7676,11,0,0,0.0339999999999918,0,2755.192
986,11,0,0,0.675000000000011,0,2755.192
A712,11,0,0,1.86799999999999,0,2755.192
976,11,0,0,1.21800000000002,0,2755.192
2241,11,0,0,0.9954999999999928,0,2755.192
830,11,0,0,0.293499999999995,0,2755.192
A296,11,0,0,0.648000000000025,0,2755.192
A084,11,0,0,0.39299999999997204,0,2755.192
9547,11,0,0,0.880000000000052,0,2755.192
2267,11,0,0,0.01,0,2755.192
944,11,0,0,1.09449999999998,0,2755.192
A425,11,0,0,0.510500000000036,0,2755.192
A074,11,0,0,0.702999999999975,0,2755.192
2204,11,0,0,0.28649999999999,0,2755.192
A427,11,0,0,0.23800000000000002,0,2755.192
935,11,0,0,0.36099999999999,0,2755.192
A432,11,0,0,0.01,0,2755.192
A429,11,0,0,0.7565000000000172,0,2755.192
2226,11,0,0,0.472500000000025,0,2755.192
2221,11,0,0,0.36500000000000893,0,2755.192
B715,11,0,0,0.12999999999999498,0,2755.192
7808,11,0,0,1.65300000000002,0,2755.192
A649,11,0,0,4.37800000000004,0,2755.192
A402,11,0,0,1.13049999999998,0,2755.192
1002,11,0,0,2.1564999999999896,0,2755.192
7689,11,0,0,1.56,0,2755.192
1231,11,0,0,0.0325000000000273,0,2755.192
2231,11,0,0,0.59050000000002,0,2755.192
B997,11,0,0,0.000499999999988177,0,2755.192
2143,11,0,0,0.416500000000042,0,2755.192
A640,11,0,0,0.46700000000004105,0,2755.192
7653,11,0,0,0.01,0,2755.192
B782,11,0,0,0.01,0,2755.192
6396,11,0,0,0.22550000000001102,0,2755.192
7495,11,0,0,1.56299999999999,0,2755.192
X041,11,0,0,0.43100000000004,0,2755.192
5549,11,0,0,0.625499999999988,0,2755.192
X175,11,0,0,0.541999999999973,0,2755.192
2802,11,0,0,0.422000000000025,0,2755.192
2183,11,0,0,0.9714999999999921,0,2755.192
7795,11,0,0,0.16599999999999698,0,2755.192
5477,11,0,0,0.23400000000003698,0,2755.192
X037,11,0,0,0.0815000000000055,0,2755.192
X007,11,0,0,1.92049999999995,0,2755.192
7319,11,0,0,1.93900000000002,0,2755.192
2279,11,0,0,0.14250000000004098,0,2755.192
X049,11,0,0,1.39700000000005,0,2755.192
1124,11,0,0,0.12199999999995699,0,2755.192
B055,11,0,0,0.150999999999954,0,2755.192
5683,11,0,0,0.01,0,2755.192
A404,11,0,0,1.178,0,2755.192
7652,11,0,0,0.0520000000000209,0,2755.192
A533,11,0,0,0.45350000000002005,0,2755.192
4696,11,0,0,0.660999999999945,0,2755.192
5730,11,0,0,1.4685000000000101,0,2755.192
1186,11,0,0,0.31200000000001193,0,2755.192
7773,11,0,0,0.01,0,2755.192
OWN-7773,11,0,0,0.01,0,2755.192
X111,11,0,0,0.507000000000005,0,2755.192
X042,11,0,0,0.01,0,2755.192
J382,11,0,0,0.01,0,2755.192
5436,11,0,0,0.0720000000000027,0,2755.192
7449,11,0,0,0.0799999999999841,0,2755.192
J515,11,0,0,0.05600000000004,0,2755.192
4361,11,0,0,0.32099999999997,0,2755.192
465,11,0,0,0.6759999999999879,0,2755.192
5413,11,0,0,0.510999999999967,0,2755.192
5435,11,0,0,1.45350000000002,0,2755.192
J294,11,0,0,1.63849999999996,0,2755.192
X098,11,0,0,1.04050000000001,0,2755.192
J542,11,0,0,0.148500000000013,0,2755.192
5871,11,0,0,1.7760000000000102,0,2755.192
250,11,0,0,1.9805000000000101,0,2755.192
6989,11,0,0,1.73850000000004,0,2755.192
8094,11,0,0,0.864500000000021,0,2755.192
4294,11,0,0,0.84899999999999,0,2755.192
5731,11,0,0,1.18950000000001,0,2755.192
J495,11,0,0,1.91749999999996,0,2755.192
4208,11,0,0,0.0,0,2755.192
OWN-4208,11,0,0,0.0,0,2755.192
4208-1,11,0,0,0.0,0,2755.192
OWN-4208-1,11,0,0,0.0,0,2755.192
J495-1,11,0,0,2.11250000000007,0,2755.192
J290,11,0,0,0.8109999999999221,0,2755.192
4294-1,11,0,0,0.30650000000002803,0,2755.192
8094-1,11,0,0,1.56399999999996,0,2755.192
J420,11,0,0,0.468999999999937,0,2755.192
J490,11,0,0,2.00699999999995,0,2755.192
1502,11,0,0,0.768499999999904,0,2755.192
J430,11,0,0,1.20699999999988,0,2755.192
4212,11,0,0,1.53849999999989,0,2755.192
1591,11,0,0,0.0265000000000555,0,2755.192
7826,11,0,0,1.20150000000001,0,2755.192
OWN-X214,11,0,0,1.505,0,2755.192
X214,11,0,0,1.505,0,2755.192
J437,11,0,0,0.33000000000004104,0,2755.192
J470,11,0,0,0.106499999999983,0,2755.192
685,11,0,0,0.549999999999955,0,2755.192
383,11,0,0,1.55100000000004,0,2755.192
4888,11,0,0,0.7079999999999699,0,2755.192
8108,11,0,0,0.0349999999999682,0,2755.192
J538,11,0,0,0.7145000000000441,0,2755.192
J367,11,0,0,0.6069999999999711,0,2755.192
5597,11,0,0,0.6444999999999941,0,2755.192
X284,11,0,0,0.721000000000004,0,2755.192
K938,11,0,0,0.01,0,2755.192
7787,11,0,0,0.0444999999998572,0,2755.192
1401,11,0,0,0.0190000000000055,0,2755.192
J395,11,0,0,0.01,0,2755.192
K718,11,0,0,0.370999999999981,0,2755.192
8363,11,0,0,0.39800000000002506,0,2755.192
B541,11,0,0,0.36000000000001403,0,2755.192
1802,11,0,0,0.0,0,2755.192
B542,11,0,0,0.004500000000007279,0,2755.192
B089,11,0,0,0.14099999999996302,0,2755.192
1273,11,0,0,0.0715000000000146,0,2755.192
8610,11,0,0,0.0694999999999482,0,2755.192
A678,11,0,0,0.21449999999993,0,2755.192
X287,11,0,0,0.22500000000002301,0,2755.192
A307,11,0,0,0.0469999999999118,0,2755.192
A301,11,0,0,0.34000000000003194,0,2755.192
B812,11,0,0,0.01,0,2755.192
7396,11,0,0,0.029999999999858997,0,2755.192
B777,11,0,0,0.177000000000021,0,2755.192
7453,11,0,0,0.15299999999990602,0,2755.192
8590,11,0,0,0.00449999999989359,0,2755.192
OWN-8590,11,0,0,0.00449999999989359,0,2755.192
X137,11,0,0,0.06899999999996001,0,2755.192
B938,11,0,0,0.0944999999999254,0,2755.192
1289,11,0,0,0.913499999999999,0,2755.192
9552,11,0,0,0.01,0,2755.192
X270,11,0,0,0.01,0,2755.192
7076,11,0,0,0.274499999999989,0,2755.192
1159,11,0,0,0.0884999999999536,0,2755.192
A176,11,0,0,0.204999999999927,0,2755.192
A670,11,0,0,1.5675,0,2755.192
3716-1,11,0,0,0.884000000000015,0,2755.192
A501-1,11,0,0,0.6114999999999781,0,2755.192
X031-1,11,0,0,0.0159999999999627,0,2755.192
A521-1,11,0,0,0.0664999999999054,0,2755.192
OWN-A521-1,11,0,0,0.0664999999999054,0,2755.192
A607,11,0,0,0.0664999999999054,0,2755.192
3147,11,0,0,0.489999999999895,0,2755.192
A901,11,0,0,0.590499999999906,0,2755.192
7446,11,0,0,0.7484999999999221,0,2755.192
7774,11,0,0,1.22850000000005,0,2755.192
A900,11,0,0,0.529499999999985,0,2755.192
3229,11,0,0,0.36450000000002103,0,2755.192
2284,11,0,0,0.8025000000000091,0,2755.192
A905,11,0,0,0.683999999999969,0,2755.192
7480,11,0,0,0.0,0,2755.192
OWN-7480,11,0,0,0.0,0,2755.192
GEN-7480,11,0,1,,0,2755.192
GEN-B517,12,1,0,,0,2257.656
B517,12,0,0,0.0,1,2257.656
OWN-B517,12,0,0,0.0,0,2257.656
7195,12,0,0,2.08100000000002,0,2257.656
K710,12,0,0,0.0120000000000289,0,2257.656
1599,12,0,0,0.01,0,2257.656
7787,12,0,0,0.23850000000001603,0,2257.656
K938,12,0,0,2.8421709430404e-14,0,2257.656
X284,12,0,0,2.501,0,2257.656
J367,12,0,0,0.39150000000000795,0,2257.656
5597,12,0,0,0.42900000000003,0,2257.656
4263,12,0,0,0.0685000000000002,0,2257.656
J415,12,0,0,0.01,0,2257.656
4257,12,0,0,0.6975000000000191,0,2257.656
1451,12,0,0,0.634000000000015,0,2257.656
J210,12,0,0,0.38250000000002204,0,2257.656
1474,12,0,0,0.23850000000001603,0,2257.656
1671,12,0,0,0.01,0,2257.656
J558,12,0,0,0.0674999999999955,0,2257.656
1410,12,0,0,0.0645000000000095,0,2257.656
1421,12,0,0,1.40500000000003,0,2257.656
J652,12,0,0,0.511500000000012,0,2257.656
J623,12,0,0,1.0089999999999901,0,2257.656
7780,12,0,0,0.01,0,2257.656
1490,12,0,0,1.00050000000002,0,2257.656
OWN-1490,12,0,0,1.00050000000002,0,2257.656
7262,12,0,0,0.27000000000001,0,2257.656
7793,12,0,0,0.029500000000012995,0,2257.656
J831,12,0,0,0.14100000000002,0,2257.656
4262,12,0,0,0.462500000000006,0,2257.656
J833,12,0,0,0.01,0,2257.656
1442,12,0,0,0.01,0,2257.656
1462,12,0,0,1.04200000000003,0,2257.656
J427,12,0,0,0.01,0,2257.656
J127,12,0,0,1.04250000000002,0,2257.656
7299,12,0,0,0.0,0,2257.656
OWN-7299,12,0,0,0.0,0,2257.656
7299-1,12,0,0,0.0,0,2257.656
OWN-7299-1,12,0,0,0.0,0,2257.656
J635,12,0,0,0.72399999999999,0,2257.656
J427-1,12,0,0,0.01,0,2257.656
J127-1,12,0,0,0.8179999999999841,0,2257.656
1462-1,12,0,0,1.33350000000002,0,2257.656
1442-1,12,0,0,0.01,0,2257.656
4262-1,12,0,0,0.01,0,2257.656
J833-1,12,0,0,0.01,0,2257.656
J831-1,12,0,0,0.01,0,2257.656
7793-1,12,0,0,0.6005000000000109,0,2257.656
7780-1,12,0,0,3.81750000000005,0,2257.656
7262-1,12,0,0,0.163000000000011,0,2257.656
1490-1,12,0,0,0.896000000000015,0,2257.656
OWN-1490-1,12,0,0,0.896000000000015,0,2257.656
J652-1,12,0,0,0.233499999999992,0,2257.656
1410-1,12,0,0,0.672000000000025,0,2257.656
J623-1,12,0,0,0.602000000000032,0,2257.656
1421-1,12,0,0,0.325499999999977,0,2257.656
1460,12,0,0,0.8240000000000121,0,2257.656
X208,12,0,0,1.79350000000005,0,2257.656
3301,12,0,0,1.14699999999999,0,2257.656
J283,12,0,0,1.5604999999999898,0,2257.656
4280,12,0,0,1.1079999999999999,0,2257.656
J823,12,0,0,0.560999999999979,0,2257.656
2550,12,0,0,1.36250000000001,0,2257.656
1415,12,0,0,1.9845000000000301,0,2257.656
7790,12,0,0,0.01,0,2257.656
J292,12,0,0,2.18900000000002,0,2257.656
J286,12,0,0,1.51750000000004,0,2257.656
J290,12,0,0,1.6035,0,2257.656
J420,12,0,0,1.2260000000000602,0,2257.656
J490,12,0,0,2.26650000000001,0,2257.656
1502,12,0,0,0.317499999999995,0,2257.656
J430,12,0,0,0.0360000000000582,0,2257.656
J542,12,0,0,1.35450000000003,0,2257.656
X098,12,0,0,0.9074999999999699,0,2257.656
