COD_NODE1,COD_PATH,pOriginPath,pDestinationPath,pDistanceOOP,pFirstStation,PathLength
F488,1,0,0,1.16300000000001,0,3069.759
274,1,0,0,0.0,0,3069.759
OWN-274,1,0,0,0.0,0,3069.759
274-1,1,0,0,0.0,0,3069.759
OWN-274-1,1,0,0,0.0,0,3069.759
3931-1,1,0,0,0.40049999999999397,0,3069.759
F497-1,1,0,0,0.01,0,3069.759
3754-1,1,0,0,0.447000000000003,0,3069.759
82-1,1,0,0,0.599000000000018,0,3069.759
F309-1,1,0,0,0.8045000000000191,0,3069.759
F506-1,1,0,0,0.364999999999981,0,3069.759
559-1,1,0,0,0.46249999999997704,0,3069.759
574-1,1,0,0,0.545500000000004,0,3069.759
F321-1,1,0,0,0.500499999999988,0,3069.759
F071-1,1,0,0,1.04649999999998,0,3069.759
3275-1,1,0,0,1.315,0,3069.759
F288-1,1,0,0,1.06650000000002,0,3069.759
98-1,1,0,0,0.47450000000000603,0,3069.759
5987-1,1,0,0,0.493500000000012,0,3069.759
F025-1,1,0,0,0.619500000000016,0,3069.759
3226-1,1,0,0,1.24199999999999,0,3069.759
F042-1,1,0,0,0.553500000000014,0,3069.759
F257-1,1,0,0,0.553500000000014,0,3069.759
3222-1,1,0,0,0.704000000000008,0,3069.759
G353-1,1,0,0,0.675000000000011,0,3069.759
F322-1,1,0,0,0.45850000000001506,0,3069.759
G350-1,1,0,0,0.5509999999999879,0,3069.759
3253-1,1,0,0,0.585999999999984,0,3069.759
F325-1,1,0,0,0.649000000000001,0,3069.759
3682-1,1,0,0,1.03199999999998,0,3069.759
H928-1,1,0,0,0.379999999999995,0,3069.759
G949-1,1,0,0,0.993500000000012,0,3069.759
G347-1,1,0,0,0.7574999999999928,0,3069.759
G861-1,1,0,0,0.34000000000000297,0,3069.759
F635-1,1,0,0,0.838999999999999,0,3069.759
F311-1,1,0,0,1.3125,0,3069.759
5846-1,1,0,0,2.1345,0,3069.759
7010-1,1,0,0,9.8125,0,3069.759
7020-1,1,0,0,0.0175000000000125,0,3069.759
F272-1,1,0,0,1.04849999999999,0,3069.759
F256-1,1,0,0,0.597999999999985,0,3069.759
X082-1,1,0,0,0.940500000000014,0,3069.759
X158-1,1,0,0,1.3884999999999899,0,3069.759
F255-1,1,0,0,0.01,0,3069.759
F349-1,1,0,0,0.01,0,3069.759
7746-1,1,0,0,0.01,0,3069.759
F258-1,1,0,0,0.01,0,3069.759
F327-1,1,0,0,0.01,0,3069.759
G790-1,1,0,0,0.8350000000000078,0,3069.759
F305-1,1,0,0,0.1995,0,3069.759
F252-1,1,0,0,0.662500000000023,0,3069.759
3061-1,1,0,0,0.13749999999998902,0,3069.759
X101-1,1,0,0,0.00600000000000023,0,3069.759
F269-1,1,0,0,0.833500000000015,0,3069.759
3058-1,1,0,0,0.01,0,3069.759
3289-1,1,0,0,0.01,0,3069.759
F629-1,1,0,0,0.01,0,3069.759
8589,1,0,0,0.01,0,3069.759
F050,1,0,0,0.0,0,3069.759
OWN-F050,1,0,0,0.0,0,3069.759
F050-1,1,0,0,0.0,0,3069.759
OWN-F050-1,1,0,0,0.0,0,3069.759
1221,1,0,0,1.55150000000003,0,3069.759
A511,1,0,0,0.01,0,3069.759
B933,1,0,0,0.0205000000000268,0,3069.759
983,1,0,0,0.0165000000000077,0,3069.759
1837,1,0,0,0.0205000000000268,0,3069.759
A550,1,0,0,0.01,0,3069.759
1303,1,0,0,0.0645000000000095,0,3069.759
1300,1,0,0,0.595500000000015,0,3069.759
2330-1,1,0,0,0.0810000000000173,0,3069.759
2328-1,1,0,0,3.3559999999999905,0,3069.759
B907-1,1,0,0,0.01,0,3069.759
7735-1,1,0,0,0.44650000000001505,0,3069.759
B767-1,1,0,0,0.45699999999999397,0,3069.759
A150-1,1,0,0,1.62450000000001,0,3069.759
2246-1,1,0,0,1.22700000000003,0,3069.759
2806-1,1,0,0,1.8495000000000301,0,3069.759
5720-1,1,0,0,0.0550000000000637,0,3069.759
7678-1,1,0,0,2.00500000000005,0,3069.759
A426-1,1,0,0,0.11450000000002099,0,3069.759
2216-1,1,0,0,0.131000000000029,0,3069.759
810-1,1,0,0,0.0860000000000127,0,3069.759
A157-1,1,0,0,1.2665000000000601,0,3069.759
6951-1,1,0,0,1.0475000000000698,0,3069.759
8491-1,1,0,0,0.35250000000002,0,3069.759
A399-1,1,0,0,0.874500000000012,0,3069.759
7202-1,1,0,0,0.24350000000004002,0,3069.759
3510-1,1,0,0,0.585500000000025,0,3069.759
OWN-3510-1,1,0,0,0.585500000000025,0,3069.759
920-1,1,0,0,0.582500000000039,0,3069.759
966-1,1,0,0,1.5445000000000302,0,3069.759
2404-1,1,0,0,0.0629999999999882,0,3069.759
817-1,1,0,0,1.2835,0,3069.759
767-1,1,0,0,0.531500000000051,0,3069.759
5567-1,1,0,0,0.990499999999997,0,3069.759
A117-1,1,0,0,1.11250000000001,0,3069.759
827,1,0,0,0.7725000000000359,0,3069.759
5782-1,1,0,0,0.676500000000033,0,3069.759
A107-1,1,0,0,0.8804999999999841,0,3069.759
9499,1,0,0,5.6843418860808e-14,0,3069.759
2277,1,0,0,0.13949999999999801,0,3069.759
9518,1,0,0,0.909000000000049,0,3069.759
A400,1,0,0,0.260000000000048,0,3069.759
A539,1,0,0,0.71550000000002,0,3069.759
2292,1,0,0,1.12700000000001,0,3069.759
9562,1,0,0,1.07800000000003,0,3069.759
964-1,1,0,0,1.3525000000000802,0,3069.759
A388-1,1,0,0,0.3005,0,3069.759
A362,1,0,0,1.20600000000002,0,3069.759
9544,1,0,0,1.53400000000005,0,3069.759
A465,1,0,0,1.01049999999998,0,3069.759
A470,1,0,0,0.114000000000033,0,3069.759
A471,1,0,0,0.63900000000001,0,3069.759
9542,1,0,0,0.949999999999989,0,3069.759
926,1,0,0,0.0,0,3069.759
OWN-926,1,0,0,0.0,0,3069.759
926-1,1,0,0,0.0,0,3069.759
OWN-926-1,1,0,0,0.0,0,3069.759
9542-1,1,0,0,0.793499999999995,0,3069.759
A471-1,1,0,0,0.0810000000000173,0,3069.759
A470-1,1,0,0,0.01,0,3069.759
A465-1,1,0,0,0.226499999999987,0,3069.759
9544-1,1,0,0,0.0449999999999591,0,3069.759
1025,1,0,0,0.01,0,3069.759
A454,1,0,0,0.0109999999999673,0,3069.759
A442,1,0,0,0.5015000000000779,0,3069.759
7240,1,0,0,0.245999999999981,0,3069.759
2249,1,0,0,0.49350000000004,0,3069.759
1026,1,0,0,0.26750000000004104,0,3069.759
7661,1,0,0,0.906000000000063,0,3069.759
A441,1,0,0,0.165500000000065,0,3069.759
OWN-A441,1,0,0,0.165500000000065,0,3069.759
A436,1,0,0,0.40700000000003894,0,3069.759
957,1,0,0,0.764499999999998,0,3069.759
A432,1,0,0,0.12199999999995699,0,3069.759
935,1,0,0,2.22199999999998,0,3069.759
A429,1,0,0,1.16849999999999,0,3069.759
2226,1,0,0,0.9415000000000191,0,3069.759
2221,1,0,0,0.83400000000006,0,3069.759
B715,1,0,0,0.130000000000109,0,3069.759
7808,1,0,0,1.65300000000002,0,3069.759
A649,1,0,0,4.37800000000004,0,3069.759
A402,1,0,0,1.13049999999998,0,3069.759
1002,1,0,0,2.15650000000005,0,3069.759
7689,1,0,0,1.5600000000000602,0,3069.759
1231,1,0,0,0.0325000000000273,0,3069.759
2231,1,0,0,0.59050000000002,0,3069.759
B997,1,0,0,0.000499999999988177,0,3069.759
2143,1,0,0,0.416500000000042,0,3069.759
A640,1,0,0,0.4669999999999849,0,3069.759
7653,1,0,0,0.01,0,3069.759
B782,1,0,0,0.01,0,3069.759
6396,1,0,0,0.22550000000001102,0,3069.759
7495,1,0,0,1.5630000000001,0,3069.759
X041,1,0,0,0.43100000000004,0,3069.759
5549,1,0,0,0.625499999999988,0,3069.759
X175,1,0,0,0.54200000000003,0,3069.759
2802,1,0,0,0.422000000000025,0,3069.759
2183,1,0,0,0.971500000000106,0,3069.759
7795,1,0,0,0.16600000000005402,0,3069.759
5477,1,0,0,0.23400000000003698,0,3069.759
X037,1,0,0,0.0815000000000055,0,3069.759
X007,1,0,0,1.92049999999995,0,3069.759
7319,1,0,0,1.9390000000000802,0,3069.759
2279,1,0,0,0.14250000000004098,0,3069.759
X049,1,0,0,1.39700000000005,0,3069.759
1124,1,0,0,0.12200000000007101,0,3069.759
B055,1,0,0,0.15100000000006697,0,3069.759
5683,1,0,0,0.01,0,3069.759
A404,1,0,0,1.178,0,3069.759
7652,1,0,0,0.0520000000000209,0,3069.759
A533,1,0,0,0.453500000000076,0,3069.759
4696,1,0,0,0.661000000000058,0,3069.759
5730,1,0,0,1.46850000000006,0,3069.759
1186,1,0,0,0.31200000000001193,0,3069.759
7773,1,0,0,0.01,0,3069.759
OWN-7773,1,0,0,0.01,0,3069.759
X111,1,0,0,0.507000000000062,0,3069.759
X042,1,0,0,0.01,0,3069.759
J382,1,0,0,0.01,0,3069.759
5436,1,0,0,0.0720000000000027,0,3069.759
7449,1,0,0,0.0800000000000409,0,3069.759
J515,1,0,0,0.05600000000004,0,3069.759
4361,1,0,0,0.321000000000026,0,3069.759
465,1,0,0,0.676000000000045,0,3069.759
5413,1,0,0,0.510999999999967,0,3069.759
5435,1,0,0,1.4535000000000802,0,3069.759
J294,1,0,0,1.12800000000004,0,3069.759
J542,1,0,0,1.226,0,3069.759
X098,1,0,0,1.0615000000000199,0,3069.759
J490,1,0,0,1.8155000000000399,0,3069.759
J430,1,0,0,0.0230000000000246,0,3069.759
1502,1,0,0,0.01,0,3069.759
J420,1,0,0,1.04150000000004,0,3069.759
J290,1,0,0,1.8915000000000601,0,3069.759
J286,1,0,0,1.56850000000009,0,3069.759
J292,1,0,0,0.01,0,3069.759
7790,1,0,0,0.283000000000015,0,3069.759
2550,1,0,0,0.481500000000096,0,3069.759
J283,1,0,0,0.944500000000062,0,3069.759
J823,1,0,0,0.18400000000008299,0,3069.759
4280,1,0,0,0.6525000000000319,0,3069.759
3301,1,0,0,1.4465000000000101,0,3069.759
1460,1,0,0,1.54899999999998,0,3069.759
X208,1,0,0,0.47850000000005394,0,3069.759
1421,1,0,0,0.999000000000024,0,3069.759
J623,1,0,0,1.07050000000004,0,3069.759
1410,1,0,0,0.517000000000053,0,3069.759
1490,1,0,0,1.7309999999999899,0,3069.759
OWN-1490,1,0,0,1.7309999999999899,0,3069.759
J652,1,0,0,0.0875000000000909,0,3069.759
7780,1,0,0,0.01,0,3069.759
7262,1,0,0,0.61099999999999,0,3069.759
7793,1,0,0,0.16050000000007,0,3069.759
J831,1,0,0,0.01,0,3069.759
4262,1,0,0,0.550000000000068,0,3069.759
J833,1,0,0,0.10800000000006098,0,3069.759
7301,1,0,0,0.6960000000000259,0,3069.759
J167,1,0,0,0.353000000000065,0,3069.759
J427,1,0,0,0.5465000000000371,0,3069.759
1404,1,0,0,0.0675000000001091,0,3069.759
J161,1,0,0,0.02150000000006,0,3069.759
K937,1,0,0,1.67000000000007,0,3069.759
J536,1,0,0,0.9505000000000341,0,3069.759
5591,1,0,0,1.36950000000002,0,3069.759
4227,1,0,0,0.97199999999998,0,3069.759
J050,1,0,0,1.87900000000002,0,3069.759
1672,1,0,0,0.0289999999999964,0,3069.759
1677,1,0,0,4.02100000000007,0,3069.759
J810,1,0,0,0.47950000000003,0,3069.759
J813,1,0,0,6.79550000000006,0,3069.759
7381,1,0,0,0.7045000000000531,0,3069.759
X290,1,0,0,0.704000000000065,0,3069.759
4528,1,0,0,0.0135000000000218,0,3069.759
1556,1,0,0,0.649000000000001,0,3069.759
4115,1,0,0,0.690500000000043,0,3069.759
J141,1,0,0,0.01,0,3069.759
347,1,0,0,0.7945000000000849,0,3069.759
346,1,0,0,0.26000000000010504,0,3069.759
5222,1,0,0,0.321000000000026,0,3069.759
j824,1,0,0,0.19800000000009302,0,3069.759
J692,1,0,0,0.0370000000000346,0,3069.759
8064,1,0,0,0.0,0,3069.759
OWN-8064,1,0,0,0.0,0,3069.759
GEN-8064,1,0,1,,0,3069.759
GEN-7480,2,1,0,,0,2204.937
7480,2,0,0,0.0,1,2204.937
OWN-7480,2,0,0,0.0,0,2204.937
A905,2,0,0,0.5935000000000059,0,2204.937
2284,2,0,0,0.9300000000000072,0,2204.937
3229,2,0,0,0.651000000000067,0,2204.937
A900,2,0,0,0.702499999999986,0,2204.937
7774,2,0,0,1.29050000000001,0,2204.937
7446,2,0,0,0.671000000000049,0,2204.937
A901,2,0,0,0.41700000000003,0,2204.937
3147,2,0,0,0.739000000000033,0,2204.937
A510,2,0,0,0.433500000000038,0,2204.937
A356,2,0,0,0.0,0,2204.937
A153,2,0,0,0.01,0,2204.937
2330,2,0,0,0.0810000000000173,0,2204.937
2328,2,0,0,3.35600000000005,0,2204.937
B907,2,0,0,0.01,0,2204.937
7735,2,0,0,0.44650000000001505,0,2204.937
B767,2,0,0,0.45700000000005,0,2204.937
A150,2,0,0,1.62450000000001,0,2204.937
2246,2,0,0,1.22700000000003,0,2204.937
2806,2,0,0,1.8495000000000301,0,2204.937
5720,2,0,0,0.01,0,2204.937
7678,2,0,0,0.6940000000000739,0,2204.937
A426,2,0,0,0.01,0,2204.937
2216,2,0,0,0.01,0,2204.937
810,2,0,0,0.01,0,2204.937
A157,2,0,0,0.36550000000005395,0,2204.937
6951,2,0,0,0.10650000000004,0,2204.937
8491,2,0,0,0.533999999999992,0,2204.937
2233,2,0,0,0.14100000000002,0,2204.937
3024,2,0,0,1.1235000000000401,0,2204.937
9495,2,0,0,0.437000000000012,0,2204.937
2296,2,0,0,0.0530000000000541,0,2204.937
B544,2,0,0,0.12100000000003802,0,2204.937
6945,2,0,0,0.598500000000058,0,2204.937
A235,2,0,0,1.1825,0,2204.937
2252,2,0,0,0.0,0,2204.937
OWN-2252,2,0,0,0.0,0,2204.937
2252-1,2,0,0,0.0,0,2204.937
OWN-2252-1,2,0,0,0.0,0,2204.937
A235-1,2,0,0,1.27950000000004,0,2204.937
6945-1,2,0,0,0.709000000000003,0,2204.937
2296-1,2,0,0,0.0649999999999977,0,2204.937
B544-1,2,0,0,0.700499999999977,0,2204.937
9495-1,2,0,0,0.526999999999987,0,2204.937
3024-1,2,0,0,0.608499999999992,0,2204.937
2233-1,2,0,0,0.02049999999997,0,2204.937
8491-1,2,0,0,1.495,0,2204.937
6951-1,2,0,0,0.926499999999976,0,2204.937
A157-1,2,0,0,0.00900000000001455,0,2204.937
810-1,2,0,0,0.0439999999999827,0,2204.937
2216-1,2,0,0,0.22750000000002,0,2204.937
A426-1,2,0,0,0.5380000000000109,0,2204.937
5720-1,2,0,0,0.33400000000000296,0,2204.937
7678-1,2,0,0,0.915499999999952,0,2204.937
2806-1,2,0,0,1.90299999999996,0,2204.937
2246-1,2,0,0,0.7930000000000059,0,2204.937
A150-1,2,0,0,1.4109999999999399,0,2204.937
B767-1,2,0,0,0.479000000000042,0,2204.937
7735-1,2,0,0,0.535000000000025,0,2204.937
B907-1,2,0,0,2.11099999999999,0,2204.937
2330-1,2,0,0,3.363,0,2204.937
2328-1,2,0,0,0.02800000000002,0,2204.937
A153-1,2,0,0,0.0699999999999932,0,2204.937
A356-1,2,0,0,0.0289999999999964,0,2204.937
A510-1,2,0,0,0.114000000000033,0,2204.937
3147-1,2,0,0,0.49000000000000893,0,2204.937
A901-1,2,0,0,0.59050000000002,0,2204.937
7446-1,2,0,0,0.748500000000035,0,2204.937
7774-1,2,0,0,1.22850000000005,0,2204.937
A900-1,2,0,0,0.529499999999985,0,2204.937
3229-1,2,0,0,0.36450000000002103,0,2204.937
2284-1,2,0,0,0.18849999999997602,0,2204.937
A905-1,2,0,0,0.0120000000000005,0,2204.937
3415,2,0,0,0.223500000000058,0,2204.937
A906,2,0,0,0.183999999999969,0,2204.937
3295,2,0,0,1.84499999999997,0,2204.937
3293,2,0,0,0.54649999999998,0,2204.937
F174,2,0,0,0.0795000000000528,0,2204.937
3052,2,0,0,0.0109999999999673,0,2204.937
F731,2,0,0,0.01,0,2204.937
5909,2,0,0,8.970000000000029,0,2204.937
5908,2,0,0,1.26400000000001,0,2204.937
F313,2,0,0,0.01,0,2204.937
7420,2,0,0,0.0684999999999718,0,2204.937
F160,2,0,0,0.363499999999988,0,2204.937
X122,2,0,0,1.37149999999997,0,2204.937
3240,2,0,0,0.01,0,2204.937
F240,2,0,0,0.456500000000005,0,2204.937
F279,2,0,0,1.6680000000000101,0,2204.937
3725,2,0,0,0.646000000000015,0,2204.937
7782,2,0,0,1.16649999999998,0,2204.937
F340,2,0,0,0.57650000000001,0,2204.937
3722,2,0,0,0.716999999999985,0,2204.937
X096,2,0,0,0.42250000000001403,0,2204.937
F278,2,0,0,0.359499999999969,0,2204.937
F337,2,0,0,0.6494999999999891,0,2204.937
3662,2,0,0,0.35749999999995896,0,2204.937
37,2,0,0,0.524999999999977,0,2204.937
OWN-37,2,0,0,0.524999999999977,0,2204.937
3452,2,0,0,1.10400000000004,0,2204.937
F270,2,0,0,2.15049999999997,0,2204.937
F281,2,0,0,1.18200000000002,0,2204.937
F273,2,0,0,0.7579999999999809,0,2204.937
271,2,0,0,1.8104999999999898,0,2204.937
272,2,0,0,1.04050000000001,0,2204.937
G324,2,0,0,0.512999999999977,0,2204.937
F284,2,0,0,1.36149999999998,0,2204.937
G344,2,0,0,0.0720000000000027,0,2204.937
F488,2,0,0,0.0919999999999845,0,2204.937
3931,2,0,0,0.215000000000032,0,2204.937
3754,2,0,0,2.56100000000004,0,2204.937
F497,2,0,0,1.1620000000000301,0,2204.937
274,2,0,0,0.0,0,2204.937
OWN-274,2,0,0,0.0,0,2204.937
274-1,2,0,0,0.0,0,2204.937
OWN-274-1,2,0,0,0.0,0,2204.937
3754-1,2,0,0,2.54250000000002,0,2204.937
F497-1,2,0,0,1.14350000000002,0,2204.937
F488-1,2,0,0,0.76400000000001,0,2204.937
3931-1,2,0,0,0.215000000000032,0,2204.937
G344-1,2,0,0,0.17900000000003,0,2204.937
F284-1,2,0,0,1.36250000000001,0,2204.937
272-1,2,0,0,1.0325000000000302,0,2204.937
271-1,2,0,0,1.8025000000000102,0,2204.937
G324-1,2,0,0,0.00350000000003092,0,2204.937
F273-1,2,0,0,0.47950000000003,0,2204.937
F281-1,2,0,0,1.2870000000000301,0,2204.937
F270-1,2,0,0,1.50700000000001,0,2204.937
3452-1,2,0,0,1.0959999999999999,0,2204.937
37-1,2,0,0,0.689999999999998,0,2204.937
OWN-37-1,2,0,0,0.689999999999998,0,2204.937
F337-1,2,0,0,0.648500000000013,0,2204.937
3662-1,2,0,0,0.488499999999988,0,2204.937
F278-1,2,0,0,0.374500000000012,0,2204.937
X096-1,2,0,0,0.42400000000003496,0,2204.937
3722-1,2,0,0,0.95900000000006,0,2204.937
F340-1,2,0,0,0.864000000000033,0,2204.937
7782-1,2,0,0,1.15600000000001,0,2204.937
3725-1,2,0,0,0.472500000000025,0,2204.937
F279-1,2,0,0,1.0865,0,2204.937
X122-1,2,0,0,1.27500000000003,0,2204.937
3240-1,2,0,0,0.01,0,2204.937
F240-1,2,0,0,0.54649999999998,0,2204.937
F160-1,2,0,0,0.021000000000015,0,2204.937
7420-1,2,0,0,0.0919999999999845,0,2204.937
F313-1,2,0,0,0.449500000000057,0,2204.937
5909-1,2,0,0,1.48650000000004,0,2204.937
5908-1,2,0,0,8.79100000000005,0,2204.937
F731-1,2,0,0,0.3125,0,2204.937
3052-1,2,0,0,0.0110000000000241,0,2204.937
F174-1,2,0,0,0.40700000000003894,0,2204.937
A907,2,0,0,0.0390000000000441,0,2204.937
F359,2,0,0,1.15350000000001,0,2204.937
3295-1,2,0,0,0.228999999999985,0,2204.937
3293-1,2,0,0,2.9995000000000096,0,2204.937
A906-1,2,0,0,0.17500000000001098,0,2204.937
3415-1,2,0,0,0.0760000000000218,0,2204.937
A905-2,2,0,0,0.01,0,2204.937
2284-2,2,0,0,0.12149999999996901,0,2204.937
3229-2,2,0,0,0.651000000000067,0,2204.937
A900-2,2,0,0,0.702499999999986,0,2204.937
7774-2,2,0,0,1.29050000000007,0,2204.937
7446-2,2,0,0,0.671000000000049,0,2204.937
A901-2,2,0,0,0.41700000000003,0,2204.937
3147-2,2,0,0,0.739000000000033,0,2204.937
A510-2,2,0,0,0.433499999999981,0,2204.937
A356-2,2,0,0,0.0,0,2204.937
A153-2,2,0,0,0.01,0,2204.937
2330-2,2,0,0,0.0810000000000173,0,2204.937
2328-2,2,0,0,3.35600000000005,0,2204.937
B907-2,2,0,0,0.01,0,2204.937
7735-2,2,0,0,0.44650000000001505,0,2204.937
B767-2,2,0,0,0.45700000000005,0,2204.937
A150-2,2,0,0,1.62450000000001,0,2204.937
2246-2,2,0,0,1.22700000000003,0,2204.937
2806-2,2,0,0,1.8495000000000301,0,2204.937
5720-2,2,0,0,0.01,0,2204.937
7678-2,2,0,0,0.6940000000000739,0,2204.937
A426-2,2,0,0,0.01,0,2204.937
2216-2,2,0,0,0.01,0,2204.937
810-2,2,0,0,0.01,0,2204.937
A157-2,2,0,0,0.365499999999997,0,2204.937
6951-2,2,0,0,0.10650000000004,0,2204.937
8491-2,2,0,0,0.533999999999992,0,2204.937
2233-2,2,0,0,0.14100000000002,0,2204.937
3024-2,2,0,0,1.1235000000000401,0,2204.937
9495-2,2,0,0,0.437000000000012,0,2204.937
2296-2,2,0,0,0.0530000000000541,0,2204.937
B544-2,2,0,0,0.12100000000003802,0,2204.937
6945-2,2,0,0,0.598500000000058,0,2204.937
A235-2,2,0,0,1.1825,0,2204.937
2252-2,2,0,0,0.0,0,2204.937
OWN-2252-2,2,0,0,0.0,0,2204.937
GEN-2252,2,0,1,,0,2204.937
GEN-X199,3,1,0,,0,3288.136
OWN-X199,3,0,0,0.0,1,3288.136
X199,3,0,0,0.0,0,3288.136
1245,3,0,0,0.01,0,3288.136
8608,3,0,0,0.0289999999999964,0,3288.136
3304,3,0,0,0.0420000000000016,0,3288.136
7440,3,0,0,0.01,0,3288.136
A216,3,0,0,0.01,0,3288.136
A027,3,0,0,0.10549999999997801,0,3288.136
2493,3,0,0,0.197500000000005,0,3288.136
A059,3,0,0,0.6564999999999941,0,3288.136
2967,3,0,0,0.738,0,3288.136
B786,3,0,0,1.0,0,3288.136
7904,3,0,0,0.29399999999998305,0,3288.136
